"CAVS_CODE","CAAB_CODE","NAMES_VARIOUS","SCIENTIFIC_NAME","FAMILY","GENUS","SUBGENUS","SPECIES","SUBSPECIES","NAME_TYPE","NAME_SUBTYPE","RANK","QUALIFICATION","AUTHOR","YEAR","ORIG_COMBINATION","NAME_GUID","NAME_LAST_UPDATE","TAXON_GUID","TAXON_LAST_UPDATE","PARENT_TAXON_GUID","CONCEPT_GUID","PUB_PUB_AUTHOR","PUB_PUB_YEAR","PUB_PUB_TITLE","PUB_PUB_PAGES","PUB_PUB_PARENT_BOOK_TITLE","PUB_PUB_PARENT_JOURNAL_TITLE","PUB_PUB_PARENT_ARTICLE_TITLE","PUB_PUB_PUBLICATION_DATE","PUB_PUB_PUBLISHER","PUB_PUB_FORMATTED","PUB_PUB_QUALIFICATION","PUB_PUB_TYPE","PUBLICATION_GUID","PUBLICATION_LAST_UPDATE","PARENT_PUBLICATION_GUID"
"","","Terepsalta","Terepsalta Moulds, 2012","","Terepsalta","","","","Synonym","synonym","Genus","","Moulds","2012","Y","5c46464b-07ea-45be-ba46-9362ef931972","20250530T00:56:36.273+0000","d9c73d0f-69d0-4d3b-9438-eab3a323252e","20250729T23:16:11.865+0000","","6cdcd5c3-728c-45bd-9e41-f80ffcfa0552","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","leichhardti","Terepsalta leichhardti Ewart, 2013","CICADIDAE","Terepsalta","","leichhardti","","Valid Name","","Species","","Ewart","2013","Y","e2088b7a-7820-4d2c-aa4a-476af6f30e76","20250530T00:56:36.273+0000","40dcd0d5-2349-4958-9aa3-4665edd14deb","20250729T23:16:11.865+0000","d9c73d0f-69d0-4d3b-9438-eab3a323252e","40dcd0d5-2349-4958-9aa3-4665edd14deb","","","","","","","","","","","","","","",""
"","","leichhardti","Terepsalta leichhardti Ewart, 2013","","Terepsalta","","leichhardti","","Synonym","synonym","Species","","Ewart","2013","Y","2688d153-ebc2-4384-97f8-cb29f3051bd4","20250530T00:56:36.273+0000","40dcd0d5-2349-4958-9aa3-4665edd14deb","20250729T23:16:11.865+0000","","581279e9-22a4-46ac-aebe-0369e7f4d3e4","Ewart, A.","2013","The genus <i>Terepsalta</i> Moulds (Insecta: Cicadidae: Cicadettinae: Cicadettini) in Queensland, including the description of a new species","333-354","","Memoirs of the Queensland Museum - Nature","","","","<!--MARK--><a href='null26bb74fe-122c-40ff-91f0-aae805f6fb2c' class='mouseoverHref'>Ewart, A. 2013. The genus <i>Terepsalta</i> Moulds (Insecta: Cicadidae: Cicadettinae: Cicadettini) in Queensland, including the description of a new species.</a> <!--MARK--><!--MARK--><a href='nullf5b3afb5-410a-44d8-bd16-007462a804a4' class='mouseoverHref'><em>Memoirs of the Queensland Museum - Nature</em></a> <strong>56</strong>(2): 333-354<!--MARK-->","","Article in Journal","26bb74fe-122c-40ff-91f0-aae805f6fb2c","20131120T21:24:11.476+0000","f5b3afb5-410a-44d8-bd16-007462a804a4"
"","","infans","Terepsalta infans (Walker, 1850)","CICADIDAE","Terepsalta","","infans","","Valid Name","","Species","","Walker","1850","N","7566c491-2c35-405f-a55c-0c20c08c80ae","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","d9c73d0f-69d0-4d3b-9438-eab3a323252e","341554bc-e794-4798-956c-84e3c93fe220","","","","","","","","","","","","","","",""
"","","infans","Cicada infans Walker, 1850","","Cicada","","infans","","Synonym","synonym","Species","nec Walker 1862: 304","Walker","1850","Y","2023f48d-dbe6-4f54-9c1d-17a18b7d5660","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","1dd61d51-9c1c-47d8-b11a-ce7f87b790a9","Walker, F.","1850","List of the specimens of homopterous insects in the collection of the British Museum. Part 1","pp.1-260","","","","","British Museum","<!--MARK--><a href='null2ad56a79-3b57-4f34-bea0-14037cb26ed8' class='mouseoverHref'>Walker, F. 1850. <em>List of the specimens of homopterous insects in the collection of the British Museum. Part 1</em>. London : British Museum pp.1-260.</a><!--MARK-->","","Book","2ad56a79-3b57-4f34-bea0-14037cb26ed8","20120626T01:33:52.699+0000",""
"","","abbreviata","Cicada abbreviata Walker, 1862","","Cicada","","abbreviata","","Synonym","synonym","Species","","Walker","1862","Y","f74be9c8-9645-4218-a803-63de761a3930","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","74b8dcc9-8098-441d-a712-b170526434b0","Walker, F.","1862","Characters of undescribed species of Homoptera in the collection of F.P. Pascoe, F.L.S","303-319","","Journal of Entomology","","","","<!--MARK--><a href='null4dd78293-de03-4d6e-bb64-73364a158b03' class='mouseoverHref'>Walker, F. 1862. Characters of undescribed species of Homoptera in the collection of F.P. Pascoe, F.L.S.</a> <!--MARK--><!--MARK--><a href='null594ca738-5ec4-4752-84d7-686b8074e352' class='mouseoverHref'><em>Journal of Entomology</em></a> A <strong>1</strong>: 303-319<!--MARK-->","","Article in Journal","4dd78293-de03-4d6e-bb64-73364a158b03","20090724T02:35:22.925+0000","594ca738-5ec4-4752-84d7-686b8074e352"
"","","abbreviata","Melampsalta abbreviata (Walker, 1862)","","Melampsalta","","abbreviata","","Generic Combination","","Species","","Walker","1862","N","068d51f8-f7b7-42ba-8c92-c577802cd529","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","44931814-14dd-4775-904e-8323e233f549","Goding, F.W. & Froggatt, W.W.","1904","Monograph of the Australian Cicadidae","561-670, pls xviii, xix","","Proceedings of the Linnean Society of New South Wales","","","","<!--MARK--><a href='null30bf2cf0-4761-423b-9abb-c236e145611a' class='mouseoverHref'>Goding, F.W. & Froggatt, W.W. 1904. Monograph of the Australian Cicadidae.</a> <!--MARK--><!--MARK--><a href='nullc12cd779-adb5-41ea-bd2c-75f6864cf22e' class='mouseoverHref'><em>Proceedings of the Linnean Society of New South Wales</em></a> <strong>29</strong>(3): 561-670, pls xviii, xix<!--MARK-->","","Article in Journal","30bf2cf0-4761-423b-9abb-c236e145611a","20081009T05:11:37.000+0000","c12cd779-adb5-41ea-bd2c-75f6864cf22e"
"","","infans","Terepsalta infans (Walker, 1850)","","Terepsalta","","infans","","Generic Combination","","Species","","Walker","1850","N","542cb3a8-afc6-47d1-a035-341d4e893ee7","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","dc0024a3-a7be-4584-8745-554c4c944dcc","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","infans","Quintilia infans (Walker, 1850)","","Quintilia","","infans","","Generic Combination","","Species","","Walker","1850","N","0ef31bcf-0e9f-4803-85b6-4e28135ed2e5","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","4f171edc-43d4-4a5d-a232-e36eebbb24c3","Distant, W.L.","1906","A Synonymic Catalogue of Homoptera. Part 1. Cicadidae","iii 207 pp.","","","","","British Museum","<!--MARK--><a href='null183222ec-ff5c-465d-8336-271e05935338' class='mouseoverHref'>Distant, W.L. 1906. <em>A Synonymic Catalogue of Homoptera. Part 1. Cicadidae</em>. London : British Museum iii 207 pp.</a><!--MARK-->","","Book","183222ec-ff5c-465d-8336-271e05935338","20120628T01:49:20.963+0000",""
"","","infans","Tibicen infans (Walker, 1850)","","Tibicen","","infans","","Generic Combination","","Species","","Walker","1850","N","e9c528e9-1f80-4979-8dd8-d2960187636a","20250530T00:56:36.273+0000","341554bc-e794-4798-956c-84e3c93fe220","20250729T23:16:11.865+0000","","0259f882-3728-4a16-98cd-87c74727ce69","Stål, C.","1862","Synonymiska och systematiska anteckningar öfver Hemiptera","479-504","","Öfversigt af Kongelige Vetenskaps-Akademiens Förhandlingar, Stockholm","","","","<!--MARK--><a href='null13b27ba5-1ad5-4ced-b482-a8d55f8dfa01' class='mouseoverHref'>Stål, C. 1862. Synonymiska och systematiska anteckningar öfver Hemiptera.</a> <!--MARK--><!--MARK--><a href='nullfc20d137-84ff-49b6-854c-8ee249f9a6f4' class='mouseoverHref'><em>Öfversigt af Kongelige Vetenskaps-Akademiens Förhandlingar, Stockholm</em></a> <strong>19</strong>(9): 479-504<!--MARK-->","","Article in Journal","13b27ba5-1ad5-4ced-b482-a8d55f8dfa01","20200318T06:00:05.897+0000","fc20d137-84ff-49b6-854c-8ee249f9a6f4"
"","","Toxala","Toxala Moulds, 2012","CICADIDAE","Toxala","","","","Valid Name","","Genus","","Moulds","2012","Y","95d70930-7218-41a6-b0e5-6e192d77da68","20250530T00:56:36.273+0000","5241e8b1-af88-4b2f-98ae-149f441d4adc","20250729T23:16:11.865+0000","7914c248-f79e-48e5-8f7c-ce89e7eef58e","5241e8b1-af88-4b2f-98ae-149f441d4adc","","","","","","","","","","","","","","",""
"","","Toxala","Toxala Moulds, 2012","","Toxala","","","","Synonym","synonym","Genus","","Moulds","2012","Y","97f8e100-1984-4961-a61b-4baa507250b2","20250530T00:56:36.273+0000","5241e8b1-af88-4b2f-98ae-149f441d4adc","20250729T23:16:11.865+0000","","e8511b01-36f9-4e45-b9c9-cd6e34fe1743","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","mckinnonae","Toxala mckinnonae Popple, 2015","CICADIDAE","Toxala","","mckinnonae","","Valid Name","","Species","","Popple","2015","Y","ee26cb1a-7d74-436f-8011-5a122f63624a","20250530T00:56:36.273+0000","29d450ab-821d-4235-a204-d21f06d192ff","20250729T23:16:11.865+0000","5241e8b1-af88-4b2f-98ae-149f441d4adc","29d450ab-821d-4235-a204-d21f06d192ff","","","","","","","","","","","","","","",""
"","","mckinnonae","Toxala mckinnonae Popple, 2015","CICADIDAE","Toxala","","mckinnonae","","Synonym","synonym","Species","","Popple","2015","Y","b97d452b-d073-4aa9-99ae-2a38e679c699","20250530T00:56:36.273+0000","29d450ab-821d-4235-a204-d21f06d192ff","20250729T23:16:11.865+0000","","6b89f3d0-1cfc-4400-8ded-d6bc72b7f853","Popple, L.W.","2015","A new species of <i>Toxala</i> Moulds (Cicadidae: Cicadettinae: Cicadettini) from north Queensland, with notes on its calling song and comparisons with a congeneric species","77-90","","Australian Entomologist","","","","<!--MARK--><a href='null34b9777a-4e8b-42b7-b2dc-c5185c656192' class='mouseoverHref'>Popple, L.W. 2015. A new species of <i>Toxala</i> Moulds (Cicadidae: Cicadettinae: Cicadettini) from north Queensland, with notes on its calling song and comparisons with a congeneric species.</a> <!--MARK--><!--MARK--><a href='null3ffa056e-e79b-45d8-a5e0-27f16422b74e' class='mouseoverHref'><em>Australian Entomologist</em></a> <strong>42</strong>(2): 77-90<!--MARK-->","","Article in Journal","34b9777a-4e8b-42b7-b2dc-c5185c656192","20150618T04:02:37.351+0000","3ffa056e-e79b-45d8-a5e0-27f16422b74e"
"","","verna","Toxala verna (Distant, 1912)","CICADIDAE","Toxala","","verna","","Valid Name","","Species","","Distant","1912","N","9f72c32f-3bf7-4edc-a7a2-549bc3e12c1a","20250530T00:56:36.273+0000","4f9a3c15-817a-4942-a962-3ba64c763774","20250729T23:16:11.865+0000","5241e8b1-af88-4b2f-98ae-149f441d4adc","4f9a3c15-817a-4942-a962-3ba64c763774","","","","","","","","","","","","","","",""
"","","verna","Urabunana verna Distant, 1912","","Urabunana","","verna","","Synonym","synonym","Species","","Distant","1912","Y","8afa00ee-495e-4d3d-bd1e-88314032322b","20250530T00:56:36.273+0000","4f9a3c15-817a-4942-a962-3ba64c763774","20250729T23:16:11.865+0000","","88f06199-7d7e-40cd-9c74-0f33ba8bf48c","Distant, W.L.","1912","Descriptions of some new Homoptera","438-446","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null6bf47b76-dd12-40df-8641-4e8c5165fb6c' class='mouseoverHref'>Distant, W.L. 1912. Descriptions of some new Homoptera.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 8 <strong>10</strong>: 438-446<!--MARK-->","","Article in Journal","6bf47b76-dd12-40df-8641-4e8c5165fb6c","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","verna","Curvicicada verna Chou et al., 1997","","Curvicicada","","verna","","Synonym","synonym","Species","","Chou et al.","1997","Y","b0224be2-1bfe-4038-8704-575c244abec3","20250530T00:56:36.273+0000","4f9a3c15-817a-4942-a962-3ba64c763774","20250729T23:16:11.865+0000","","9bde1284-1a0f-47e0-addf-228512996677","Chou, I., Lei, Z., Li, L., Lu, X. & Yao, W.","1997","The Cicadidae of China (Homoptera: Cicadoidea)","380","","","","","Tianze Eldoneio","<!--MARK--><a href='null415f650c-1e2f-4fa9-bb97-e0b07c390540' class='mouseoverHref'>Chou, I., Lei, Z., Li, L., Lu, X. & Yao, W. 1997. <em>The Cicadidae of China (Homoptera: Cicadoidea)</em>. Hong Kong : Tianze Eldoneio 380 pp.</a><!--MARK--> [in Chinese supplemented by English]","in Chinese supplemented by English","Book","415f650c-1e2f-4fa9-bb97-e0b07c390540","20081009T05:11:37.000+0000",""
"","","verna","Toxala verna (Distant, 1912)","","Toxala","","verna","","Generic Combination","","Species","","Distant","1912","N","14115122-5ab1-44af-b267-4c0bba28779c","20250530T00:56:36.273+0000","4f9a3c15-817a-4942-a962-3ba64c763774","20250729T23:16:11.865+0000","","d1b7e97a-3043-478f-ae5a-0119d89626b0","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","Urabunana","Urabunana Distant, 1905","CICADIDAE","Urabunana","","","","Valid Name","","Genus","","Distant","1905","Y","92ba67be-e4d0-4d65-9634-c75c68597d43","20250530T00:56:36.273+0000","60132f39-3361-4aef-adf1-6f651f68802e","20250729T23:16:11.865+0000","7914c248-f79e-48e5-8f7c-ce89e7eef58e","60132f39-3361-4aef-adf1-6f651f68802e","","","","","","","","","","","","","","",""
"","","Urabunana","Urabunana Distant, 1905","","Urabunana","","","","Synonym","synonym","Genus","","Distant","1905","Y","8107be34-66e4-4c1d-8e17-b1133aa3be99","20250530T00:56:36.273+0000","60132f39-3361-4aef-adf1-6f651f68802e","20250729T23:16:11.865+0000","","da55f85d-4349-419c-999c-8ad57c5b73a2","Distant, W.L.","1905","Rhynchotal notes-XXXV","265-281","","Annals and Magazine of Natural History","","","","<!--MARK--><a href='null520a6892-785f-47d8-af04-85db2411a5cc' class='mouseoverHref'>Distant, W.L. 1905. Rhynchotal notes-XXXV.</a> <!--MARK--><!--MARK--><a href='nullefa8de69-3a29-4a43-8ef2-cbefda205976' class='mouseoverHref'><em>Annals and Magazine of Natural History</em></a> 7 <strong>16</strong>: 265-281<!--MARK-->","","Article in Journal","520a6892-785f-47d8-af04-85db2411a5cc","20081009T05:11:37.000+0000","efa8de69-3a29-4a43-8ef2-cbefda205976"
"","","sericeivitta","Urabunana sericeivitta (Walker, 1862)","CICADIDAE","Urabunana","","sericeivitta","","Valid Name","","Species","","Walker","1862","N","1f7b0637-6fbb-440a-b7e6-563d95d81aa9","20250530T00:56:36.273+0000","9cdedbb5-e8ca-4ba4-b823-f86cca2f8ffa","20250729T23:16:11.865+0000","60132f39-3361-4aef-adf1-6f651f68802e","9cdedbb5-e8ca-4ba4-b823-f86cca2f8ffa","","","","","","","","","","","","","","",""
"","","sericeivitta","Cicada sericeivitta Walker, 1862","","Cicada","","sericeivitta","","Synonym","synonym","Species","","Walker","1862","Y","4c863578-8815-4105-aa83-b70da116740e","20250530T00:56:36.273+0000","9cdedbb5-e8ca-4ba4-b823-f86cca2f8ffa","20250729T23:16:11.865+0000","","b5498079-ecef-4483-8d58-e97609da0883","Walker, F.","1862","Characters of undescribed species of Homoptera in the collection of F.P. Pascoe, F.L.S","303-319","","Journal of Entomology","","","","<!--MARK--><a href='null4dd78293-de03-4d6e-bb64-73364a158b03' class='mouseoverHref'>Walker, F. 1862. Characters of undescribed species of Homoptera in the collection of F.P. Pascoe, F.L.S.</a> <!--MARK--><!--MARK--><a href='null594ca738-5ec4-4752-84d7-686b8074e352' class='mouseoverHref'><em>Journal of Entomology</em></a> A <strong>1</strong>: 303-319<!--MARK-->","","Article in Journal","4dd78293-de03-4d6e-bb64-73364a158b03","20090724T02:35:22.925+0000","594ca738-5ec4-4752-84d7-686b8074e352"
"","","Uradolichos","Uradolichos Moulds, 2012","CICADIDAE","Uradolichos","","","","Valid Name","","Genus","","Moulds","2012","Y","a859b800-2a61-48d0-b16d-aa7bcddc331e","20250530T00:56:36.273+0000","35a34939-ee61-4f6f-b44f-0dcf5188c700","20250729T23:16:11.865+0000","7914c248-f79e-48e5-8f7c-ce89e7eef58e","35a34939-ee61-4f6f-b44f-0dcf5188c700","","","","","","","","","","","","","","",""
"","","Uradolichos","Uradolichos Moulds, 2012","","Uradolichos","","","","Synonym","synonym","Genus","","Moulds","2012","Y","fcf8ce2b-c813-40e9-b363-aae1939c80d9","20250530T00:56:36.273+0000","35a34939-ee61-4f6f-b44f-0dcf5188c700","20250729T23:16:11.865+0000","","03939f95-9bb8-4f18-8a39-ea3561ca10e1","Moulds, M.S.","2012","A review of the genera of Australian cicadas (Hemiptera: Cicadoidea)","1-262","","Zootaxa","","","","<!--MARK--><a href='null7d5bc907-5eaf-4c7c-8dad-9a78de7b930c' class='mouseoverHref'>Moulds, M.S. 2012. A review of the genera of Australian cicadas (Hemiptera: Cicadoidea).</a> <!--MARK--><!--MARK--><a href='null96466227-221c-4922-ac97-1ac2dd946d0a' class='mouseoverHref'><em>Zootaxa</em></a> <strong>3287</strong>: 1-262<!--MARK-->","","Article in Journal","7d5bc907-5eaf-4c7c-8dad-9a78de7b930c","20120514T03:49:52.260+0000","96466227-221c-4922-ac97-1ac2dd946d0a"
"","","rotunda","Uradolichos rotunda Owen & Moulds, 2016","CICADIDAE","Uradolichos","","rotunda","","Valid Name","","Species","","Owen & Moulds","2016","Y","d63d471f-6944-4287-a412-1108a08350d3","20250530T00:56:36.273+0000","58eab32a-b3d5-4add-a3b1-262721ab9f4e","20250729T23:16:11.865+0000","35a34939-ee61-4f6f-b44f-0dcf5188c700","58eab32a-b3d5-4add-a3b1-262721ab9f4e","","","","","","","","","","","","","","",""
"","","rotunda","Uradolichos rotunda Owen, Marshall, Hill & Simon, 2015","","Uradolichos","","rotunda","","Synonym","nomen nudum","Species","","Owen, Marshall, Hill & Simon","2015","Y","8fb98982-16ee-4361-8b76-0fc148adc89a","20250530T00:56:36.273+0000","58eab32a-b3d5-4add-a3b1-262721ab9f4e","20250729T23:16:11.865+0000","","46e714cb-fb3a-4ae8-ad18-f5d1eb1ff833","Owen, C.L., Marshall, D.C., Hill, K.B.R. & Simon, C.","2015","The phylogenetic utility of acetyltransferase (ARD1) and glutaminyl tRNA synthetase (QtRNA) for reconstructing Cenozoic relationships as exemplified by the large Australian cicada <i>Pauropsalta</i> complex.","258-277","","Molecular Phylogenetics and Evolution","","","","<!--MARK--><a href='null51050855-30cc-4518-ae49-0801f9a626db' class='mouseoverHref'>Owen, C.L., Marshall, D.C., Hill, K.B.R. & Simon, C. 2015. The phylogenetic utility of acetyltransferase (ARD1) and glutaminyl tRNA synthetase (QtRNA) for reconstructing Cenozoic relationships as exemplified by the large Australian cicada <i>Pauropsalta</i> complex.</a> <!--MARK--><!--MARK--><a href='nulldb034f3c-0160-42a2-a6c9-84156be3b7b8' class='mouseoverHref'><em>Molecular Phylogenetics and Evolution</em></a> <strong>83</strong>: 258-277<!--MARK-->","","Article in Journal","51050855-30cc-4518-ae49-0801f9a626db","20170118T00:05:20.713+0000","db034f3c-0160-42a2-a6c9-84156be3b7b8"
"","","rotunda","Uradolichos rotunda Owen & Moulds, 2016","CICADIDAE","Uradolichos","","rotunda","","Synonym","synonym","Species","","Owen & Moulds","2016","Y","67ef6c34-df47-4778-a08a-ee85a3535f1c","20250530T00:56:36.273+0000","58eab32a-b3d5-4add-a3b1-262721ab9f4e","20250729T23:16:11.865+0000","","549888c8-93a5-45b8-ba9c-24319635652e","Owen, C.L. & Moulds, M.S.","2016","Systematics and phylogeny of the Australian cicada genus <i>Pauropsalta</i> Goding and Froggatt, 1904 and allied genera (Hemiptera: Cicadidae: Cicadettini).","pp. 117-200","","Records of the Australian Museum","","","","<!--MARK--><a href='null1945bdfa-4b50-4bcc-9494-b671667f11be' class='mouseoverHref'>Owen, C.L. & Moulds, M.S. 2016. Systematics and phylogeny of the Australian cicada genus <i>Pauropsalta</i> Goding and Froggatt, 1904 and allied genera (Hemiptera: Cicadidae: Cicadettini).</a> <!--MARK--><!--MARK--><a href='null7c07530b-0b38-44f5-8f95-368da97d6ac2' class='mouseoverHref'><em>Records of the Australian Museum</em></a> (2016) <strong>68</strong>: pp. 117-200<!--MARK-->","","Article in Journal","1945bdfa-4b50-4bcc-9494-b671667f11be","20170206T23:56:30.023+0000","7c07530b-0b38-44f5-8f95-368da97d6ac2"
